Age,BusinessTravel,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,OutstandingPerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department:HumanResources,Department:ResearchAndDevelopment,Department:Sales,EducationField:HumanResources,EducationField:LifeSciences,EducationField:Marketing,EducationField:Medical,EducationField:Other,EducationField:TechnicalDegree,JobRole:HealthcareRepresentative,JobRole:HumanResources,JobRole:LaboratoryTechnician,JobRole:Manager,JobRole:ManufacturingDirector,JobRole:ResearchDirector,JobRole:ResearchScientist,JobRole:SalesExecutive,JobRole:SalesRepresentative,MaritalStatus:Divorced,MaritalStatus:Married,MaritalStatus:Single,Attrition
36,1,3,3,3,0,3,2,2,4485,4,0,12,0,4,0,10,2,3,8,0,7,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
31,2,5,3,4,1,3,1,2,2789,1,0,11,0,3,1,2,5,2,2,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26,1,4,4,4,0,2,2,4,5828,1,1,12,0,2,0,8,0,3,8,7,7,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
37,2,9,3,2,0,3,1,4,2326,1,1,12,0,3,3,4,3,2,4,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
42,2,26,3,3,1,3,4,2,13525,5,0,14,0,4,1,23,2,4,20,4,4,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
18,1,3,3,3,0,3,1,3,1420,1,0,13,0,3,0,0,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
35,1,16,3,3,0,3,3,2,8020,0,0,15,0,3,2,12,3,2,11,9,6,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36,2,18,4,3,0,4,1,4,3688,4,0,18,0,4,2,4,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
51,1,2,3,4,0,1,2,2,5482,5,0,18,0,4,1,13,3,3,4,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
41,1,2,4,4,0,3,4,2,16015,1,0,19,0,2,0,22,2,3,22,10,0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18,1,10,3,4,1,2,1,3,1200,1,0,12,0,1,0,0,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28,1,16,2,2,0,4,2,1,5661,0,0,19,0,3,0,9,2,3,8,3,0,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
31,1,7,3,2,0,4,2,4,6929,4,0,11,0,2,1,10,3,2,8,7,7,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
39,1,1,3,3,0,4,3,4,9613,0,0,17,0,1,3,19,5,2,18,10,3,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,0,24,4,2,1,3,2,2,5674,7,0,15,0,3,1,11,3,3,9,8,0,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
32,1,7,3,4,0,2,2,3,5484,1,0,14,0,3,1,13,3,2,13,8,4,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38,1,25,2,1,1,2,3,2,12061,3,0,17,0,3,1,19,2,3,10,8,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
58,0,1,4,4,0,1,2,3,5660,2,1,13,0,4,1,12,2,3,5,3,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,1,5,4,3,0,3,1,4,4821,0,1,12,0,3,1,6,4,3,5,2,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
31,1,2,3,1,0,2,2,1,6410,3,0,12,0,4,0,9,1,3,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
45,2,7,3,1,0,3,3,1,5210,1,0,18,0,1,1,24,2,3,24,9,9,11,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
31,1,2,4,3,0,3,1,4,2695,0,1,18,0,2,1,3,2,1,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
33,2,5,4,4,1,3,3,2,11878,6,0,11,0,2,2,12,2,3,10,6,8,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
39,1,10,1,3,0,3,4,1,17068,1,1,14,0,4,0,21,3,3,21,9,11,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
43,2,10,4,3,1,3,1,4,2455,0,0,19,0,1,0,9,5,3,8,7,1,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
49,1,1,2,3,1,2,4,3,13964,7,1,12,0,4,0,25,2,3,7,1,0,7,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
52,1,8,4,3,0,2,2,2,4941,2,0,15,0,1,0,11,3,2,8,2,7,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
27,1,5,3,3,1,3,1,2,2478,1,1,12,0,2,0,4,2,2,4,3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32,1,8,2,3,1,2,2,2,5228,1,1,11,0,4,0,13,2,3,13,12,11,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
27,1,2,3,4,0,3,2,3,4478,1,1,11,0,1,0,5,3,3,5,4,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31,1,7,3,4,0,3,2,4,7547,4,0,12,0,4,3,13,3,3,7,7,1,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
32,1,2,4,1,1,4,2,4,5055,7,0,16,0,3,0,10,0,2,7,7,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
28,1,2,4,1,0,1,1,4,3464,5,1,13,0,4,0,5,4,2,3,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
30,1,28,2,4,1,3,2,4,5775,1,0,13,0,4,2,11,2,3,10,8,1,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
31,2,7,2,3,1,2,3,3,8943,1,0,24,1,1,1,10,2,3,10,9,8,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
39,2,7,2,3,0,2,5,4,19272,1,0,15,0,1,1,21,2,3,21,9,13,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
39,1,3,2,4,1,3,2,3,5238,4,1,18,0,1,0,12,3,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
33,2,10,3,2,0,2,2,4,4682,3,0,14,0,3,0,9,6,2,7,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
47,1,5,5,4,0,3,5,3,18300,4,0,11,0,2,1,21,2,3,3,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
43,2,10,4,3,1,2,2,3,5257,1,0,11,0,2,1,9,3,4,9,7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27,0,1,1,3,0,3,2,2,6349,0,1,13,0,4,1,6,0,3,5,4,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
54,2,20,4,4,1,3,2,3,4869,3,0,12,0,4,0,20,4,2,4,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
43,1,7,3,3,1,3,3,1,9985,8,0,16,0,1,1,10,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
45,1,8,4,4,0,3,2,4,3697,9,0,14,0,1,2,12,3,3,10,9,9,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40,1,1,2,2,0,1,2,4,7457,2,1,22,1,3,3,6,2,2,4,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29,1,8,4,2,0,1,1,1,2119,1,1,11,0,4,0,7,4,2,7,7,0,7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
29,1,9,5,2,0,2,1,4,3983,0,0,17,0,3,0,4,2,3,3,2,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30,1,5,3,4,1,2,2,3,6118,1,0,13,0,3,3,10,2,3,10,9,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
27,1,8,4,2,1,3,2,2,6214,1,0,18,0,1,1,8,3,3,8,7,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37,1,5,2,4,0,3,2,4,6347,7,0,16,0,3,2,8,2,2,6,2,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
38,1,15,2,3,0,2,3,4,11510,0,1,14,0,2,1,12,3,3,11,10,2,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
31,1,7,4,3,1,3,3,4,7143,1,1,14,0,3,0,11,2,2,11,9,4,10,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
29,1,10,1,4,1,2,2,2,8268,1,1,14,0,1,2,7,2,3,7,7,1,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
35,1,5,4,3,0,3,3,2,8095,0,0,13,0,4,0,17,5,3,16,6,0,13,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23,1,26,1,3,0,3,1,4,2904,1,0,12,0,3,2,4,2,2,4,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
41,1,6,3,4,0,2,2,2,6032,6,1,15,0,4,0,8,3,3,5,4,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
47,2,4,1,2,0,3,2,3,2976,3,0,19,0,1,0,5,3,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
42,1,23,5,1,1,3,4,4,15992,2,0,14,0,2,0,16,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
29,0,2,3,4,0,3,2,3,4649,1,0,14,0,1,1,4,3,2,4,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
42,1,2,1,3,0,3,1,3,2696,0,1,11,0,3,1,4,5,3,3,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
32,1,2,3,3,1,3,1,2,2370,1,0,13,0,3,1,8,4,3,8,0,0,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
48,1,29,1,1,1,3,3,3,12504,3,0,21,1,2,1,15,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37,1,6,3,3,0,4,2,1,5974,4,1,13,0,1,2,13,2,3,7,7,6,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30,0,25,2,4,1,3,2,3,4736,7,1,12,0,2,1,4,2,4,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
26,1,1,3,3,0,3,2,3,5296,1,0,17,0,2,1,8,3,3,8,7,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
42,1,2,4,1,0,2,2,4,6781,3,0,23,1,2,0,14,6,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
21,2,1,1,1,1,2,1,2,2174,1,1,11,0,3,0,3,3,3,3,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
36,0,1,5,4,1,3,2,4,6653,4,0,15,0,2,0,7,6,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36,2,3,4,1,0,2,3,4,9699,4,0,11,0,1,1,16,2,3,13,9,1,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
57,1,1,4,4,0,3,2,3,6755,2,0,11,0,3,0,15,2,3,3,2,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
40,1,10,4,4,1,4,1,3,2213,3,1,13,0,3,1,10,3,3,7,7,1,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
21,0,9,2,1,0,3,1,4,2610,1,0,24,1,3,0,3,3,2,3,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
33,1,5,3,4,1,3,1,3,2851,1,1,13,0,2,0,1,2,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
37,1,10,3,3,1,3,1,1,3452,6,0,20,1,2,1,17,3,3,5,4,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
46,0,7,4,3,1,3,2,3,5258,2,0,14,0,3,0,7,2,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
41,2,4,3,1,0,3,2,2,9355,1,0,18,0,3,0,8,5,3,8,7,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
50,1,10,3,4,0,2,3,4,10496,6,0,15,0,4,0,20,2,3,4,3,1,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
40,1,22,2,3,0,2,2,3,6380,2,1,12,0,1,2,8,6,3,6,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
31,1,9,4,3,0,2,1,2,2657,0,1,16,0,4,0,3,5,3,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
21,1,12,3,3,1,4,1,2,2716,1,0,15,0,4,0,1,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
29,1,23,3,4,0,3,1,4,2201,9,0,16,0,4,0,6,4,3,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
35,1,9,4,3,0,2,2,2,6540,9,0,19,0,3,0,10,5,3,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
27,1,1,2,4,0,3,1,2,3816,1,0,11,0,2,1,5,2,3,5,2,0,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28,1,9,4,2,0,3,2,4,5253,1,0,16,0,4,0,7,1,3,7,5,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
49,1,7,3,2,0,2,3,3,10965,8,0,24,1,3,0,26,2,3,5,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
51,1,14,2,3,1,3,2,4,4936,4,0,11,0,3,1,18,2,2,7,7,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36,1,2,3,4,1,3,1,3,2543,4,0,13,0,2,1,6,3,3,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
34,0,19,3,1,0,4,2,4,5304,8,1,13,0,2,0,9,3,2,5,2,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
55,1,2,3,3,1,3,4,4,16659,2,1,13,0,3,0,30,2,3,5,4,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
24,1,10,4,4,1,3,2,3,4260,1,1,12,0,4,1,5,2,4,5,2,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
30,1,2,1,3,0,3,1,2,2476,1,0,18,0,1,1,1,3,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
26,2,3,1,3,0,3,1,1,3102,0,0,22,1,3,0,7,2,3,6,4,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
22,1,11,3,1,1,3,1,2,2244,1,0,13,0,4,1,2,1,3,2,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
36,1,2,2,2,0,2,3,3,7596,1,0,13,0,2,2,10,2,3,10,9,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30,2,4,3,3,0,3,1,4,2285,9,1,23,1,3,0,3,4,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
37,1,14,3,4,1,3,1,1,3034,1,0,12,0,3,1,18,2,2,18,7,12,17,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
40,1,2,2,4,1,3,2,2,5715,7,0,12,0,3,2,8,5,3,5,4,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
42,1,1,4,2,1,3,1,1,2576,3,0,16,0,2,1,8,5,3,5,2,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
37,1,10,4,3,0,3,2,2,4197,2,1,12,0,4,0,18,2,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
43,1,12,3,1,0,2,4,2,14336,1,0,11,0,3,1,25,3,3,25,10,3,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
40,1,2,3,2,1,2,2,3,3448,6,0,22,1,2,1,20,3,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
54,1,5,2,1,0,3,5,1,19406,4,0,11,0,3,1,24,4,2,4,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
34,0,4,4,3,1,3,2,3,6538,9,0,15,0,1,1,6,3,3,3,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31,1,7,2,2,1,3,2,1,4306,1,0,12,0,2,1,13,5,1,13,10,3,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
43,2,21,3,4,0,3,1,4,2258,7,0,20,1,1,1,8,1,3,3,2,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
43,1,8,4,3,1,3,2,3,4522,4,1,14,0,4,0,8,3,3,5,2,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
25,1,4,2,2,1,2,2,4,4487,1,1,11,0,2,0,5,3,3,5,4,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37,0,25,5,2,1,3,2,3,4449,3,1,15,0,1,2,15,2,3,13,11,10,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
31,1,1,2,4,0,2,1,1,2218,1,0,12,0,3,1,4,3,3,4,2,3,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
39,2,1,1,2,0,3,5,3,19197,1,1,14,0,3,1,21,3,3,21,8,1,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
56,2,6,3,3,1,4,4,1,13212,9,0,11,0,4,3,36,0,2,7,7,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30,1,12,3,2,1,3,2,3,6577,0,0,11,0,2,0,6,6,3,5,4,4,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
41,1,1,3,2,0,4,3,1,8392,1,0,16,0,3,1,10,2,3,10,7,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
28,1,17,2,3,0,3,2,1,4558,1,0,12,0,4,1,10,2,3,10,0,1,8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25,1,3,3,1,0,3,1,1,4031,5,0,13,0,3,1,6,5,3,2,2,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
52,1,3,3,4,0,2,3,3,7969,2,1,14,0,3,0,28,4,3,5,4,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
45,1,10,2,1,0,3,1,4,2654,3,0,21,1,4,2,8,3,2,2,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
52,1,4,2,4,1,3,4,4,16555,2,0,13,0,4,0,31,2,1,5,2,1,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
42,2,29,2,1,1,3,2,3,4556,2,0,11,0,2,1,19,3,3,5,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30,1,2,3,3,1,1,2,4,6091,2,0,20,1,3,0,11,2,3,5,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
60,1,7,3,1,1,3,5,1,19566,5,0,11,0,4,0,33,5,1,29,8,11,10,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
46,1,18,3,3,1,3,2,3,4810,2,0,14,0,3,1,19,5,2,10,7,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
42,2,28,4,4,1,2,2,4,4523,0,0,11,0,4,3,7,4,4,6,5,0,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
24,1,1,1,1,1,3,1,2,3202,1,1,16,0,2,0,6,4,3,5,3,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
34,2,6,2,4,1,1,1,3,2351,0,0,16,0,4,1,3,3,2,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
38,2,2,2,4,0,3,1,4,1702,1,1,23,1,3,1,1,3,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
40,1,2,4,3,1,3,5,3,18041,0,0,14,0,4,0,21,2,3,20,15,1,12,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
26,1,23,3,1,1,3,1,4,2886,1,0,22,1,2,2,3,3,1,3,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30,0,3,3,3,0,3,1,4,2097,4,0,15,0,3,1,9,3,1,5,3,1,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29,1,3,4,2,0,2,3,3,11935,1,0,18,0,3,0,10,2,3,10,2,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
29,1,25,5,3,1,2,1,2,2546,5,0,16,0,2,0,6,2,4,2,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
19,1,2,2,1,0,2,1,4,2564,1,0,12,0,3,0,1,3,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
30,0,22,4,3,1,3,3,1,8412,0,0,11,0,3,0,10,3,3,9,8,7,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
57,1,29,3,1,0,2,4,4,14118,3,0,12,0,3,1,32,3,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50,1,29,4,2,0,2,4,3,17046,0,0,15,0,2,1,28,2,3,27,10,15,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30,0,2,3,3,1,3,1,4,2564,0,0,14,0,3,0,12,2,2,11,7,6,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
60,2,28,3,3,1,2,3,1,10266,4,0,19,0,4,0,22,5,4,18,13,13,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
47,1,2,2,1,1,3,2,4,5070,5,0,13,0,3,3,20,2,3,5,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
46,1,2,3,1,0,3,4,3,17861,6,0,13,0,3,0,26,2,1,3,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
35,1,22,3,4,0,1,1,3,4230,0,0,15,0,3,0,6,2,3,5,4,4,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
54,1,8,4,3,1,3,2,3,3780,7,0,11,0,3,0,19,3,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
34,1,2,4,4,0,2,1,3,2768,3,0,12,0,3,1,14,3,3,7,3,5,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
46,1,10,3,3,1,2,3,4,9071,2,1,19,0,3,1,15,3,3,3,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31,1,9,1,3,0,3,3,2,10648,1,0,25,1,4,1,13,6,4,13,8,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
33,1,15,1,2,0,3,3,3,13610,7,1,12,0,4,0,15,2,4,7,6,7,7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
33,1,10,1,1,0,1,1,4,3408,7,0,13,0,1,3,8,2,3,4,3,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
30,1,7,1,4,0,3,1,2,2983,0,0,14,0,1,0,4,3,3,3,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35,1,16,3,4,0,3,3,3,7632,4,1,12,0,3,0,10,2,3,8,7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
